Waste type,Initial pH,Initial carbon to nitrogen,Initial moisture content (%),Compost time (day),pH,Temperature (℃),Moisture content (%),EC（ms/cm-1）,Ammonia氨mg/kg,Nitrate硝酸盐mg/kg,总氮(%),总有机碳变化(%),有机质含量变化(%),C/N,GI (%),NH4+-N (g/Kg),NO3--N (g/Kg),CO2 (g/Kg),CH4 (g/Kg),N2O (g/Kg),NH3 (g/Kg),segment,Temperature_corr,Moisture_corr,pH_corr,batch_id
poultry manure,7.78658,30.0,62.1511,60.0,8.49792,30.5399,54.9917,,,,,,,,,0.0427604,0.833368,,,,,Segment B: native,30.5399,54.9917,8.49792,poultry manure|7.787|30.0|62.151
poultry manure,7.61123,30.0,67.6259,0.0,7.61123,36.561,67.6259,,,,,,,30.0,,0.582473,0.0790595,,,,,Segment B: native,36.561,67.6259,7.61123,poultry manure|7.611|30.0|67.626
poultry manure,7.61123,30.0,67.6259,1.0,7.54149,59.061,63.3898,,,,,,,,,0.365022,0.0841989,,,,,Segment B: native,59.061,63.3898,7.54149,poultry manure|7.611|30.0|67.626
poultry manure,7.61123,30.0,67.6259,3.0,8.12064,61.7019,67.5186,,,,,,,,,0.590135,0.0832385,,,,,Segment B: native,61.7019,67.5186,8.12064,poultry manure|7.611|30.0|67.626
poultry manure,7.61123,30.0,67.6259,5.0,8.41607,62.9695,62.6466,,,,,,,,,0.596149,0.0831733,,,,,Segment B: native,62.9695,62.6466,8.41607,poultry manure|7.611|30.0|67.626
poultry manure,7.61123,30.0,67.6259,7.0,8.34219,54.3075,68.5508,,,,,,,,,0.389262,0.0831069,,,,,Segment B: native,54.3075,68.5508,8.34219,poultry manure|7.611|30.0|67.626
poultry manure,7.61123,30.0,67.6259,10.0,8.34151,48.6033,65.8092,,,,,,,,,0.200289,0.0814268,,,,,Segment B: native,48.6033,65.8092,8.34151,poultry manure|7.611|30.0|67.626
poultry manure,7.61123,30.0,67.6259,15.0,8.37351,41.9484,67.5516,,,,,,,,,0.14613,0.0813628,,,,,Segment B: native,41.9484,67.5516,8.37351,poultry manure|7.611|30.0|67.626
poultry manure,7.61123,30.0,67.6259,20.0,8.70988,44.4836,62.1511,,,,,,,,,0.193484,0.0818333,,,,,Segment B: native,44.4836,62.1511,8.70988,poultry manure|7.611|30.0|67.626
poultry manure,7.61123,30.0,67.6259,25.0,8.76793,35.8216,66.9405,,,,,,,,,0.145065,0.082846,,,,,Segment B: native,35.8216,66.9405,8.76793,poultry manure|7.611|30.0|67.626
poultry manure,7.61123,30.0,67.6259,35.0,8.87396,34.2371,62.1841,,,,,,,,,0.141662,0.0876238,,,,,Segment B: native,34.2371,62.1841,8.87396,poultry manure|7.611|30.0|67.626
poultry manure,7.61123,30.0,67.6259,45.0,8.44193,32.5469,58.5756,,,,,,,,,0.0960004,0.141387,,,,,Segment B: native,32.5469,58.5756,8.44193,poultry manure|7.611|30.0|67.626
poultry manure,7.61123,30.0,67.6259,60.0,8.49791,30.3286,56.9736,,,,,,,,,0.042989,0.537674,,,,,Segment B: native,30.3286,56.9736,8.49791,poultry manure|7.611|30.0|67.626
pig manure,7.58407,30.0,60.0,0.0,7.58407,23.2327,60.0,,,,,,,30.0,,,,0.6142125,0.001234875,,,Segment B: native,23.2327,60.0,7.58407,pig manure|7.584|30.0|60.0
pig manure,7.58407,30.0,60.0,3.0,8.58882,50.8556,59.91389931,,,,,,,,,,,,0.0064957,,,Segment B: native,50.8556,59.91389931,8.58882,pig manure|7.584|30.0|60.0
pig manure,7.58407,30.0,60.0,7.0,9.30589,50.4888,62.14499302,,,,,,,,,,,0.70778,0.011987375,,,Segment B: native,50.4888,62.14499302,9.30589,pig manure|7.584|30.0|60.0
pig manure,7.58407,30.0,60.0,14.0,9.04065,51.5699,61.23547171,,,,,,,,,,,2.176555,0.0042911,,,Segment B: native,51.5699,61.23547171,9.04065,pig manure|7.584|30.0|60.0
pig manure,7.58407,30.0,60.0,21.0,8.76545,43.7454,61.02839336,,,,,,,,,,,1.2662925,0.002297623,,,Segment B: native,43.7454,61.02839336,8.76545,pig manure|7.584|30.0|60.0
pig manure,7.58407,30.0,60.0,28.0,9.02248,44.9662,59.77406789,,,,,,,,,,,0.92421,0.00262845,,,Segment B: native,44.9662,59.77406789,9.02248,pig manure|7.584|30.0|60.0
pig manure,7.58407,30.0,60.0,35.0,9.1178,39.2777,57.87735972,,,,,,,,,,,0.6122075,0.00290905,,,Segment B: native,39.2777,57.87735972,9.1178,pig manure|7.584|30.0|60.0
pig manure,7.58407,30.0,60.0,42.0,8.2706,29.4075,56.37774296,,,,,,,,,,,0.23196575,0.002612375,,,Segment B: native,29.4075,56.37774296,8.2706,pig manure|7.584|30.0|60.0
pig manure,7.58407,30.0,60.0,50.0,7.79323,29.7665,55.97286414,,,,,,,,,,,0.198927,0.0026369,,,Segment B: native,29.7665,55.97286414,7.79323,pig manure|7.584|30.0|60.0
pig manure,7.58407,30.0,60.0,70.0,7.6139,31.1279,56.05990484,,,,,,,,,,,0.116324,0.002038078,,,Segment B: native,31.1279,56.05990484,7.6139,pig manure|7.584|30.0|60.0
pig manure,7.20296,30.0,60.0,0.0,7.20296,23.1834,60.0,,,,,,,30.0,,,,0.8190075,0.001224825,,,Segment B: native,23.1834,60.0,7.20296,pig manure|7.203|30.0|60.0
pig manure,7.20296,30.0,60.0,3.0,8.9295,53.8871,59.57655524,,,,,,,,,,,,0.00528085,,,Segment B: native,53.8871,59.57655524,8.9295,pig manure|7.203|30.0|60.0
pig manure,7.20296,30.0,60.0,7.0,9.34964,40.5561,60.59212021,,,,,,,,,,,0.908535,0.008684175,,,Segment B: native,40.5561,60.59212021,9.34964,pig manure|7.203|30.0|60.0
pig manure,7.20296,30.0,60.0,14.0,9.18381,54.0181,59.74479076,,,,,,,,,,,,0.003994925,,,Segment B: native,54.0181,59.74479076,9.18381,pig manure|7.203|30.0|60.0
pig manure,7.20296,30.0,60.0,21.0,8.78997,42.8088,68.02715262,,,,,,,,,,,0.6178475,0.0032163,,,Segment B: native,42.8088,68.02715262,8.78997,pig manure|7.203|30.0|60.0
pig manure,7.20296,30.0,60.0,28.0,9.09208,44.309,67.3024723,,,,,,,,,,,0.61301,0.0030451,,,Segment B: native,44.309,67.3024723,9.09208,pig manure|7.203|30.0|60.0
pig manure,7.20296,30.0,60.0,35.0,9.18606,39.6556,67.17188758,,,,,,,,,,,0.393365,0.002984375,,,Segment B: native,39.6556,67.17188758,9.18606,pig manure|7.203|30.0|60.0
pig manure,7.20296,30.0,60.0,42.0,8.3846,32.9731,66.83696729,,,,,,,,,,,0.135594,0.00206018,,,Segment B: native,32.9731,66.83696729,8.3846,pig manure|7.203|30.0|60.0
pig manure,7.20296,30.0,60.0,50.0,8.06167,31.8451,66.38326538,,,,,,,,,,,0.2431015,0.002667025,,,Segment B: native,31.8451,66.38326538,8.06167,pig manure|7.203|30.0|60.0
pig manure,7.20296,30.0,60.0,70.0,8.7221,30.9636,67.86662901,,,,,,,,,,,0.142426,0.002018008,,,Segment B: native,30.9636,67.86662901,8.7221,pig manure|7.203|30.0|60.0
sewage sludge,8.09596,20.0,60.0,1.03048,8.09596,37.9527,60.0,,,,,,,20.0,45.2182,1.79543,0.0612653,,0.00694694,0.000140939,,Segment B: native,37.9527,60.0,8.09596,sewage sludge|8.096|20.0|60.0
sewage sludge,8.09596,20.0,60.0,2.97519,8.23832,49.813,55.69544545,,,,,,,,66.6405,2.39495,0.0303225,,0.0309281,0.0,,Segment B: native,49.813,55.69544545,8.23832,sewage sludge|8.096|20.0|60.0
sewage sludge,8.09596,20.0,60.0,5.99902,7.80922,31.3498,52.14885201,,,,,,,,62.1204,2.30248,0.0505742,,0.00232593,0.0,,Segment B: native,31.3498,52.14885201,7.80922,sewage sludge|8.096|20.0|60.0
sewage sludge,8.09596,20.0,60.0,9.02852,7.79974,31.1404,54.54454414,,,,,,,,64.0482,2.06594,0.0294669,,0.000839062,0.000177544,,Segment B: native,31.1404,54.54454414,7.79974,sewage sludge|8.096|20.0|60.0
sewage sludge,8.09596,20.0,60.0,11.9868,7.4126,28.2771,54.78512727,,,,,,,,76.54,0.952599,0.0526481,,0.000191257,0.00742356,,Segment B: native,28.2771,54.78512727,7.4126,sewage sludge|8.096|20.0|60.0
sewage sludge,8.09596,20.0,60.0,14.9762,6.89957,22.5061,54.67822576,,,,,,,,72.8429,0.894541,0.180223,,1.85e-05,0.00385671,,Segment B: native,22.5061,54.67822576,6.89957,sewage sludge|8.096|20.0|60.0
sewage sludge,8.09596,20.0,60.0,21.977,6.59055,21.8098,52.60864145,,,,,,,,83.9723,1.07888,0.226696,,,0.00123475,,Segment B: native,21.8098,52.60864145,6.59055,sewage sludge|8.096|20.0|60.0
sewage sludge,8.09596,20.0,60.0,32.0316,6.50192,20.3041,55.4226254,,,,,,,,97.1668,0.927109,0.245969,,,,,Segment B: native,20.3041,55.4226254,6.50192,sewage sludge|8.096|20.0|60.0
sewage sludge,8.09596,20.0,60.0,41.9888,6.50678,20.8521,53.25632657,,,,,,,,98.2879,0.876283,0.284575,,,,,Segment B: native,20.8521,53.25632657,6.50678,sewage sludge|8.096|20.0|60.0
sewage sludge,8.05171,20.0,60.0,1.02132,8.05171,37.5835,60.0,,,,,,,20.0,44.578,1.72799,0.0459168,,0.0033871,0.00018521,,Segment B: native,37.5835,60.0,8.05171,sewage sludge|8.052|20.0|60.0
sewage sludge,8.05171,20.0,60.0,2.96666,8.16078,53.5054,55.4861472,,,,,,,,62.5248,2.02101,0.0251673,,0.015899,0.0,,Segment B: native,53.5054,55.4861472,8.16078,sewage sludge|8.052|20.0|60.0
sewage sludge,8.05171,20.0,60.0,5.94007,7.85255,34.096,52.17500407,,,,,,,,64.1935,2.21072,0.0269073,,0.00191257,0.0,,Segment B: native,34.096,52.17500407,7.85255,sewage sludge|8.052|20.0|60.0
sewage sludge,8.05171,20.0,60.0,9.02839,7.94934,34.925,53.75320341,,,,,,,,72.9659,1.81818,0.0273579,,0.000635466,0.000199457,,Segment B: native,34.925,53.75320341,7.94934,sewage sludge|8.052|20.0|60.0
sewage sludge,8.05171,20.0,60.0,11.9549,7.28261,28.6232,53.58192727,,,,,,,,72.287,0.96728,0.068114,,5.55e-05,0.00520488,,Segment B: native,28.6232,53.58192727,7.28261,sewage sludge|8.052|20.0|60.0
sewage sludge,8.05171,20.0,60.0,15.0012,6.9315,22.9446,56.10908295,,,,,,,,76.1356,0.888575,0.185261,,1.85e-05,0.00302985,,Segment B: native,22.9446,56.10908295,6.9315,sewage sludge|8.052|20.0|60.0
sewage sludge,8.05171,20.0,60.0,21.9723,6.65805,20.2637,52.27070597,,,,,,,,89.0487,1.46612,0.283287,,,0.000930801,,Segment B: native,20.2637,52.27070597,6.65805,sewage sludge|8.052|20.0|60.0
sewage sludge,8.05171,20.0,60.0,32.0306,6.57216,21.0194,53.91290354,,,,,,,,101.45,0.99547,0.362665,,,,,Segment B: native,21.0194,53.91290354,6.57216,sewage sludge|8.052|20.0|60.0
sewage sludge,8.05171,20.0,60.0,41.9951,6.47166,21.3598,51.61010851,,,,,,,,101.886,0.870779,0.387563,,,,,Segment B: native,21.3598,51.61010851,6.47166,sewage sludge|8.052|20.0|60.0
poultry manure,7.56312,25.7,60.0,0.0151134,7.56312,30.78979034,60.0,,,,,,,25.7,26.2706,0.454282,0.117702,,,0.000183999,0.000812337,Segment B: native,30.78979034,60.0,7.56312,poultry manure|7.563|25.7|60.0
poultry manure,7.56312,25.7,60.0,9.98992,8.51922,49.55350769,53.24115292,,,,,,,24.8781,22.9923,0.718889,0.153927,,,0.0018795,0.129407,Segment B: native,49.55350769,53.24115292,8.51922,poultry manure|7.563|25.7|60.0
poultry manure,7.56312,25.7,60.0,20.0101,7.82156,31.88497046,52.6781188,,,,,,,24.0992,29.923,0.373719,0.113952,,,0.00139,0.0647036,Segment B: native,31.88497046,52.6781188,7.82156,poultry manure|7.563|25.7|60.0
poultry manure,7.56312,25.7,60.0,30.0227,7.88243,28.10780999,53.92029082,,,,,,,23.5053,53.4873,0.172468,0.279602,,,0.0031885,0.0460113,Segment B: native,28.10780999,53.92029082,7.88243,poultry manure|7.563|25.7|60.0
poultry manure,7.56312,25.7,60.0,40.005,7.76116,26.70832315,49.95938142,,,,,,,22.105,52.2992,0.203364,0.334115,,,0.00291501,0.018942,Segment B: native,26.70832315,49.95938142,7.76116,poultry manure|7.563|25.7|60.0
poultry manure,7.56312,25.7,60.0,50.0403,7.79012,26.98385831,51.04138791,,,,,,,21.1113,66.7547,0.12898,0.528839,,,0.0019885,0.0226306,Segment B: native,26.98385831,51.04138791,7.79012,poultry manure|7.563|25.7|60.0
poultry manure,7.56312,25.7,60.0,59.9849,7.57795,27.05098389,41.69961494,,,,,,,19.2284,73.4873,0.0933905,0.643845,,,0.002151,0.00425092,Segment B: native,27.05098389,41.69961494,7.57795,poultry manure|7.563|25.7|60.0
poultry manure,7.85583,27.1542,60.0,0.0151134,7.85583,28.66080008,60.0,,,,,,,27.1542,18.6359,0.448338,0.114655,,,0.000185004,0.00206258,Segment B: native,28.66080008,60.0,7.85583,poultry manure|7.856|27.154|60.0
poultry manure,7.85583,27.1542,60.0,9.99748,8.81194,49.52200818,59.5079918,,,,,,,25.6548,21.8042,0.534924,0.178781,,,0.0010935,0.0734558,Segment B: native,49.52200818,59.5079918,8.81194,poultry manure|7.856|27.154|60.0
poultry manure,7.85583,27.1542,60.0,19.927,8.36637,31.27233857,60.84024826,,,,,,,23.0679,33.2893,0.258585,0.172099,,,0.000769997,0.0191294,Segment B: native,31.27233857,60.84024826,8.36637,poultry manure|7.856|27.154|60.0
poultry manure,7.85583,27.1542,60.0,30.0756,8.20803,28.78828743,54.28501637,,,,,,,21.4594,55.2695,0.147751,0.46483,,,0.0026365,0.015754,Segment B: native,28.78828743,54.28501637,8.20803,poultry manure|7.856|27.154|60.0
poultry manure,7.85583,27.1542,60.0,40.005,8.33241,27.63443241,50.70829531,,,,,,,20.0062,75.6656,0.118577,0.590856,,,0.001216,0.012753,Segment B: native,27.63443241,50.70829531,8.33241,poultry manure|7.856|27.154|60.0
poultry manure,7.85583,27.1542,60.0,50.0252,8.02127,27.75716547,51.25811694,,,,,,,18.0606,88.7349,0.0987881,0.877022,,,0.00134851,0.00487591,Segment B: native,27.75716547,51.25811694,8.02127,poultry manure|7.856|27.154|60.0
poultry manure,7.85583,27.1542,60.0,60.0378,7.82908,27.73032129,46.04129587,,,,,,,15.5993,93.6854,0.0766533,0.959673,,,0.000982002,0.00418891,Segment B: native,27.73032129,46.04129587,7.82908,poultry manure|7.856|27.154|60.0
poultry manure,7.9432,28.8101,60.0,0.02267,7.9432,28.6922784,60.0,,,,,,,28.8101,21.8042,0.424091,0.117938,,,0.000177001,0.00168719,Segment B: native,28.6922784,60.0,7.9432,poultry manure|7.943|28.81|60.0
poultry manure,7.9432,28.8101,60.0,10.0126,9.0621,46.0866272,61.44907565,,,,,,,27.5288,29.3289,0.505046,0.219344,,,0.000829501,0.0623903,Segment B: native,46.0866272,61.44907565,9.0621,poultry manure|7.943|28.81|60.0
poultry manure,7.9432,28.8101,60.0,19.995,8.40279,31.98033304,62.56979796,,,,,,,24.6379,35.6656,0.21885,0.141384,,,0.000679001,0.0260066,Segment B: native,31.98033304,62.56979796,8.40279,poultry manure|7.943|28.81|60.0
poultry manure,7.9432,28.8101,60.0,30.0302,8.31086,29.18057368,56.81441236,,,,,,,22.1667,68.4488,0.116152,0.487105,,,0.0016735,0.018817,Segment B: native,29.18057368,56.81441236,8.31086,poultry manure|7.943|28.81|60.0
poultry manure,7.9432,28.8101,60.0,40.073,8.45813,27.81217011,52.88827786,,,,,,,17.729,78.3058,0.120297,0.638922,,,0.001532,0.0103773,Segment B: native,27.81217011,52.88827786,8.45813,poultry manure|7.943|28.81|60.0
poultry manure,7.9432,28.8101,60.0,50.063,8.25015,28.1375093,52.24841423,,,,,,,16.1403,95.7316,0.0980051,0.955334,,,0.000869499,0.00231328,Segment B: native,28.1375093,52.24841423,8.25015,poultry manure|7.943|28.81|60.0
poultry manure,7.9432,28.8101,60.0,60.0151,8.00832,27.73967955,46.63020173,,,,,,,14.3434,106.777,0.0600705,,,,0.000690002,0.00375079,Segment B: native,27.73967955,46.63020173,8.00832,poultry manure|7.943|28.81|60.0
poultry manure,7.56312,25.7,60.0,0.0151134,7.56312,27.92579064,60.0,,,,,,,25.7,26.2706,0.454282,0.117702,,,0.000183999,0.000812337,Segment B: native,27.92579064,60.0,7.56312,poultry manure|7.563|25.7|60.0
poultry manure,7.56312,25.7,60.0,9.98992,8.51922,50.0881739,54.50503931,,,,,,,24.8781,22.9923,0.718889,0.153927,,,0.0018795,0.129407,Segment B: native,50.0881739,54.50503931,8.51922,poultry manure|7.563|25.7|60.0
poultry manure,7.56312,25.7,60.0,20.0101,7.82156,30.64317201,55.62224548,,,,,,,24.0992,29.923,0.373719,0.113952,,,0.00139,0.0647036,Segment B: native,30.64317201,55.62224548,7.82156,poultry manure|7.563|25.7|60.0
poultry manure,7.56312,25.7,60.0,30.0227,7.88243,26.45084268,54.63885785,,,,,,,23.5053,53.4873,0.172468,0.279602,,,0.0031885,0.0460113,Segment B: native,26.45084268,54.63885785,7.88243,poultry manure|7.563|25.7|60.0
poultry manure,7.56312,25.7,60.0,40.005,7.76116,23.06849951,51.21954278,,,,,,,22.105,52.2992,0.203364,0.334115,,,0.00291501,0.018942,Segment B: native,23.06849951,51.21954278,7.76116,poultry manure|7.563|25.7|60.0
poultry manure,7.56312,25.7,60.0,50.0403,7.79012,23.53104101,53.0177752,,,,,,,21.1113,66.7547,0.12898,0.528839,,,0.0019885,0.0226306,Segment B: native,23.53104101,53.0177752,7.79012,poultry manure|7.563|25.7|60.0
poultry manure,7.56312,25.7,60.0,59.9849,7.57795,23.4303901,44.04717029,,,,,,,19.2284,73.4873,0.0933905,0.643845,,,0.002151,0.00425092,Segment B: native,23.4303901,44.04717029,7.57795,poultry manure|7.563|25.7|60.0
poultry manure,7.7185,26.8667,60.0,0.02267,7.7185,25.86469093,60.0,,,,,,,26.8667,20.022,0.451936,0.112544,,,0.000211002,0.00137505,Segment B: native,25.86469093,60.0,7.7185,poultry manure|7.718|26.867|60.0
poultry manure,7.7185,26.8667,60.0,10.0353,8.7394,45.61196271,59.19796165,,,,,,,25.0599,27.1507,0.618459,0.123447,,,0.00170949,0.0937738,Segment B: native,45.61196271,59.19796165,8.7394,poultry manure|7.718|26.867|60.0
poultry manure,7.7185,26.8667,60.0,20.0327,8.28609,30.62284271,60.00427958,,,,,,,23.3985,32.2992,0.30176,0.158969,,,0.001251,0.0460739,Segment B: native,30.62284271,60.00427958,8.28609,poultry manure|7.718|26.867|60.0
poultry manure,7.7185,26.8667,60.0,30.0453,8.10648,26.88611391,54.77918843,,,,,,,22.5303,60.418,0.16887,0.434585,,,0.0030735,0.0339456,Segment B: native,26.88611391,54.77918843,8.10648,poultry manure|7.718|26.867|60.0
poultry manure,7.7185,26.8667,60.0,40.0353,8.23924,24.06434737,51.35036982,,,,,,,21.6126,65.5666,0.148768,0.513248,,,0.00206,0.0156288,Segment B: native,24.06434737,51.35036982,8.23924,poultry manure|7.718|26.867|60.0
poultry manure,7.7185,26.8667,60.0,50.0554,8.06608,24.6946732,52.08569136,,,,,,,19.3529,82.9923,0.113336,0.736109,,,0.0017185,0.012441,Segment B: native,24.6946732,52.08569136,8.06608,poultry manure|7.718|26.867|60.0
poultry manure,7.7185,26.8667,60.0,60.0,7.79007,24.64258812,45.85855417,,,,,,,17.1363,89.1309,0.0977705,0.802344,,,0.001609,0.00762683,Segment B: native,24.64258812,45.85855417,7.79007,poultry manure|7.718|26.867|60.0
poultry manure,7.79297,28.1227,60.0,0.0302267,7.79297,27.17794103,60.0,,,,,,,28.1227,20.286,0.436136,0.11278,,,0.000177005,0.00268802,Segment B: native,27.17794103,60.0,7.79297,poultry manure|7.793|28.123|60.0
poultry manure,7.79297,28.1227,60.0,9.95214,8.98989,50.98553472,59.37985028,,,,,,,26.8612,32.3432,0.589832,0.152285,,,0.0013965,0.105026,Segment B: native,50.98553472,59.37985028,8.98989,poultry manure|7.793|28.123|60.0
poultry manure,7.79297,28.1227,60.0,20.0101,8.37152,31.10546827,60.61255388,,,,,,,24.823,32.0352,0.328041,0.112779,,,0.001174,0.0385719,Segment B: native,31.10546827,60.61255388,8.37152,poultry manure|7.793|28.123|60.0
poultry manure,7.79297,28.1227,60.0,30.0529,8.18868,26.68463899,55.55313689,,,,,,,24.6588,50.495,0.168871,0.434818,,,0.0027925,0.0246935,Segment B: native,26.68463899,55.55313689,8.18868,poultry manure|7.793|28.123|60.0
poultry manure,7.79297,28.1227,60.0,40.0126,8.35207,23.79009284,51.65631667,,,,,,,22.9941,57.9978,0.11185,0.462134,,,0.002377,0.0151913,Segment B: native,23.79009284,51.65631667,8.35207,poultry manure|7.793|28.123|60.0
poultry manure,7.79297,28.1227,60.0,49.9572,8.19083,24.56434168,52.05176963,,,,,,,21.5079,69.3289,0.131483,0.762603,,,0.0015105,0.0132534,Segment B: native,24.56434168,52.05176963,8.19083,poultry manure|7.793|28.123|60.0
poultry manure,7.79297,28.1227,60.0,60.0453,7.8784,24.49394628,49.2736457,,,,,,,19.8597,75.6436,0.0621042,0.859789,,,0.001644,0.00350007,Segment B: native,24.49394628,49.2736457,7.8784,poultry manure|7.793|28.123|60.0
food waste,8.11896,29.7059,55.0,0.0,8.11896,25.927,55.0,,,,,,,29.7059,0.0,1.71675,,,,0.0319237,0.0507769,Segment B: native,25.927,55.0,8.11896,food waste|8.119|29.706|55.0
food waste,8.11896,29.7059,55.0,3.0,7.584,54.9211,55.03910795,,,,,,,26.6602,15.2941,1.48555,,,,0.0266198,0.186413,Segment B: native,54.9211,55.03910795,7.584,food waste|8.119|29.706|55.0
food waste,8.11896,29.7059,55.0,7.0,7.17744,63.3558,57.82377084,,,,,,,25.1809,7.05882,1.46858,,,,0.023782,0.0301175,Segment B: native,63.3558,57.82377084,7.17744,food waste|8.119|29.706|55.0
food waste,8.11896,29.7059,55.0,10.0,7.211,63.4456,60.11421968,,,,,,,24.39,8.82353,1.35828,,,,0.00331492,0.0278586,Segment B: native,63.4456,60.11421968,7.211,food waste|8.119|29.706|55.0
food waste,8.11896,29.7059,55.0,14.0,7.04448,61.5149,61.16822344,,,,,,,24.0871,14.1176,1.05807,,,,0.000376695,0.00985907,Segment B: native,61.5149,61.16822344,7.04448,food waste|8.119|29.706|55.0
food waste,8.11896,29.7059,55.0,21.0,7.37434,38.2696,56.893825,,,,,,,21.4249,46.4706,0.747728,,,,0.00253641,0.014112,Segment B: native,38.2696,56.893825,7.37434,food waste|8.119|29.706|55.0
food waste,8.11896,29.7059,55.0,28.0,7.03505,34.1535,55.91117841,,,,,,,21.6058,40.5882,0.658456,,,,0.00263687,0.000419888,Segment B: native,34.1535,55.91117841,7.03505,food waste|8.119|29.706|55.0
food waste,8.11896,29.7059,55.0,42.0,6.89105,31.9887,51.46938977,,,,,,,20.9866,93.5294,0.40737,,,,0.000276243,0.000604737,Segment B: native,31.9887,51.46938977,6.89105,food waste|8.119|29.706|55.0
food waste,8.03532,31.3723,55.0,0.0,8.03532,25.927,55.0,,,,,,,31.3723,0.0,1.7962,,,,0.0369412,0.0226565,Segment B: native,25.927,55.0,8.03532,food waste|8.035|31.372|55.0
food waste,8.03532,31.3723,55.0,3.0,7.48921,60.4831,54.99196364,,,,,,,28.4249,7.64706,1.17467,,,,0.0134103,0.0550845,Segment B: native,60.4831,54.99196364,7.48921,food waste|8.035|31.372|55.0
food waste,8.03532,31.3723,55.0,7.0,7.4224,60.3219,57.89880568,,,,,,,27.3378,23.5294,1.07826,,,,0.040884,0.00340081,Segment B: native,60.3219,57.89880568,7.4224,food waste|8.035|31.372|55.0
food waste,8.03532,31.3723,55.0,10.0,7.43433,61.1703,60.81966892,,,,,,,27.7233,24.7059,1.04049,,,,0.0331492,0.0219938,Segment B: native,61.1703,60.81966892,7.43433,food waste|8.035|31.372|55.0
food waste,8.03532,31.3723,55.0,14.0,7.35675,40.869,61.59966437,,,,,,,25.2636,29.4118,0.923359,,,,0.000301356,0.000886659,Segment B: native,40.869,61.59966437,7.35675,food waste|8.035|31.372|55.0
food waste,8.03532,31.3723,55.0,21.0,7.51934,33.6349,57.96039545,,,,,,,21.719,67.0588,0.4403,,,,0.0112757,0.000828753,Segment B: native,33.6349,57.96039545,7.51934,food waste|8.035|31.372|55.0
food waste,8.03532,31.3723,55.0,28.0,7.50905,29.9664,56.91617159,,,,,,,18.8605,96.4706,0.0677856,,,,0.0103466,0.000520221,Segment B: native,29.9664,56.91617159,7.50905,food waste|8.035|31.372|55.0
food waste,8.03532,31.3723,55.0,42.0,7.48291,34.8277,52.01577955,,,,,,,18.4378,125.882,0.0273993,,,,0.000175791,0.000454471,Segment B: native,34.8277,52.01577955,7.48291,food waste|8.035|31.372|55.0
food waste,8.11896,29.7059,55.0,0.0,8.11896,25.927,55.0,,,,,,,29.7059,0.0,1.71675,,,,0.0319237,0.0507769,Segment B: native,25.927,55.0,8.11896,food waste|8.119|29.706|55.0
food waste,8.11896,29.7059,55.0,3.0,7.584,54.9211,55.03910795,,,,,,,26.6602,15.2941,1.48555,,,,0.0266198,0.186413,Segment B: native,54.9211,55.03910795,7.584,food waste|8.119|29.706|55.0
food waste,8.11896,29.7059,55.0,7.0,7.17744,63.3558,58.16325834,,,,,,,25.1809,7.05882,1.46858,,,,0.023782,0.0301175,Segment B: native,63.3558,58.16325834,7.17744,food waste|8.119|29.706|55.0
food waste,8.11896,29.7059,55.0,10.0,7.211,63.4456,60.60809014,,,,,,,24.39,8.82353,1.35828,,,,0.00331492,0.0278586,Segment B: native,63.4456,60.60809014,7.211,food waste|8.119|29.706|55.0
food waste,8.11896,29.7059,55.0,14.0,7.04448,61.5149,61.89404617,,,,,,,24.0871,14.1176,1.05807,,,,0.000376695,0.00985907,Segment B: native,61.5149,61.89404617,7.04448,food waste|8.119|29.706|55.0
food waste,8.11896,29.7059,55.0,21.0,7.37434,38.2696,57.27069432,,,,,,,21.4249,46.4706,0.747728,,,,0.00253641,0.014112,Segment B: native,38.2696,57.27069432,7.37434,food waste|8.119|29.706|55.0
food waste,8.11896,29.7059,55.0,28.0,7.03505,34.1535,56.16139318,,,,,,,21.6058,40.5882,0.658456,,,,0.00263687,0.000419888,Segment B: native,34.1535,56.16139318,7.03505,food waste|8.119|29.706|55.0
food waste,8.11896,29.7059,55.0,42.0,6.89105,31.9887,51.65161477,,,,,,,20.9866,93.5294,0.40737,,,,0.000276243,0.000604737,Segment B: native,31.9887,51.65161477,6.89105,food waste|8.119|29.706|55.0
food waste,8.23605,31.1762,55.0,0.0,8.23605,25.927,55.0,,,,,,,31.1762,0.0,1.47496,,,,0.0160723,0.0175938,Segment B: native,25.927,55.0,8.23605,food waste|8.236|31.176|55.0
food waste,8.23605,31.1762,55.0,3.0,8.04684,29.9664,54.99196364,,,,,,,25.8759,1.76471,1.27484,,,,0.00821195,0.0447586,Segment B: native,29.9664,54.99196364,8.04684,food waste|8.236|31.176|55.0
food waste,8.23605,31.1762,55.0,7.0,7.96369,59.3878,58.27694091,,,,,,,25.9652,8.82353,1.08862,,,,0.0323958,0.022298,Segment B: native,59.3878,58.27694091,7.96369,food waste|8.236|31.176|55.0
food waste,8.23605,31.1762,55.0,10.0,7.99194,60.1534,61.21867801,,,,,,,26.8407,8.82353,1.12685,,,,0.00959317,0.0632469,Segment B: native,60.1534,61.21867801,7.99194,food waste|8.236|31.176|55.0
